,features,dicationary
last_3_day_install_middle_app_only_install,0.0,最近3天_install_middle_app_only_install数
last_3_day_install_middle_app_only_install_to_whole_ratio,0.0,最近3天_install_middle_app_only_install数与总数比值
last_3_day_install_popular_app_only_install,0.0,最近3天_install_popular_app_only_install数
last_3_day_install_popular_app_only_install_to_whole_ratio,0.0,最近3天_install_popular_app_only_install数与总数比值
last_3_day_cash_install_unpopular_app_only_install,0.0,最近3天_cash_install_unpopular_app_only_install数
last_3_day_cash_install_unpopular_app_only_install_to_whole_ratio,0.0,最近3天_cash_install_unpopular_app_only_install数与总数比值
last_3_day_cash_install_unpopular_second_app_only_install,0.0,最近3天_cash_install_unpopular_second_app_only_install数
last_3_day_cash_install_unpopular_second_app_only_install_to_whole_ratio,0.0,最近3天_cash_install_unpopular_second_app_only_install数与总数比值
last_3_day_cash_install_middle_app_only_install,0.0,最近3天_cash_install_middle_app_only_install数
last_3_day_cash_install_middle_app_only_install_to_whole_ratio,0.0,最近3天_cash_install_middle_app_only_install数与总数比值
last_3_day_cash_install_popular_app_only_install,0.0,最近3天_cash_install_popular_app_only_install数
last_3_day_cash_install_popular_app_only_install_to_whole_ratio,0.0,最近3天_cash_install_popular_app_only_install数与总数比值
last_3_cate_gory_kind1_only_install_cnt,0.0,最近3天第一类app only_install 数
last_3_cate_gory_kind2_only_install_cnt,0.0,最近3天第二类app only_install 数
last_3_cate_gory_kind1_only_install_ratio,0.0,最近3天第一类app only_install 占比
last_3_cate_gory_kind2_only_install_ratio,0.0,最近3天第二类app only_install 占比
last_15_days_app_only_install_cnt,1.0,最近15天_app_only_install_个数
last_15_days_review_only_install_max,-9999.0,最近15天_热评_only_install_最大数
last_15_days_review_only_install_sum,-9999.0,最近15天_热评_only_install_合计
last_15_days_review_only_install_avg,-9999.0,最近15天_热评_only_install_均值
last_15_days_review_only_install_min,,最近15天_热评_only_install_最小数
last_15_days_game_only_install_cnt,0.0,最近15天game_only_install_个数
last_15_days_game_only_install_to_whole_ratio,0.0,最近15天game_only_install_个数与总app数比值
last_15_days_tools_only_install_cnt,0.0,最近15天tools_only_install_个数
last_15_days_tools_only_install_to_whole_ratio,0.0,最近15天tools_only_install_个数与总app数比值
last_15_days_video_music_only_install_cnt,0.0,最近15天video_music_only_install_个数
last_15_days_video_music_only_install_to_whole_ratio,0.0,最近15天video_music_only_install_个数与总app数比值
last_15_days_lifestyle_only_install_cnt,0.0,最近15天lifestyle_only_install_个数
last_15_days_lifestyle_only_install_to_whole_ratio,0.0,最近15天lifestyle_only_install_个数与总app数比值
last_15_days_education_only_install_cnt,0.0,最近15天education_only_install_个数
last_15_days_education_only_install_to_whole_ratio,0.0,最近15天education_only_install_个数与总app数比值
last_15_days_personal_only_install_cnt,0.0,最近15天personal_only_install_个数
last_15_days_personal_only_install_to_whole_ratio,0.0,最近15天personal_only_install_个数与总app数比值
last_15_days_ebook_only_install_cnt,0.0,最近15天ebook_only_install_个数
last_15_days_ebook_only_install_to_whole_ratio,0.0,最近15天ebook_only_install_个数与总app数比值
last_15_days_effication_only_install_cnt,0.0,最近15天effication_only_install_个数
last_15_days_effication_only_install_to_whole_ratio,0.0,最近15天effication_only_install_个数与总app数比值
last_15_days_entertainment_only_install_cnt,0.0,最近15天entertainment_only_install_个数
last_15_days_entertainment_only_install_to_whole_ratio,0.0,最近15天entertainment_only_install_个数与总app数比值
last_15_days_communication_only_install_cnt,0.0,最近15天communication_only_install_个数
last_15_days_communication_only_install_to_whole_ratio,0.0,最近15天communication_only_install_个数与总app数比值
last_15_days_finance_only_install_cnt,0.0,最近15天finance_only_install_个数
last_15_days_finance_only_install_to_whole_ratio,0.0,最近15天finance_only_install_个数与总app数比值
last_15_days_travel_only_install_cnt,0.0,最近15天travel_only_install_个数
last_15_days_travel_only_install_to_whole_ratio,0.0,最近15天travel_only_install_个数与总app数比值
last_15_days_business_only_install_cnt,0.0,最近15天business_only_install_个数
last_15_days_business_only_install_to_whole_ratio,0.0,最近15天business_only_install_个数与总app数比值
last_15_days_shopping_only_install_cnt,0.0,最近15天shopping_only_install_个数
last_15_days_shopping_only_install_to_whole_ratio,0.0,最近15天shopping_only_install_个数与总app数比值
last_15_days_gamble_only_install_cnt,0.0,最近15天gamble_only_install_个数
last_15_days_gamble_only_install_to_whole_ratio,0.0,最近15天gamble_only_install_个数与总app数比值
last_15_days_social_only_install_cnt,0.0,最近15天social_only_install_个数
last_15_days_social_only_install_to_whole_ratio,0.0,最近15天social_only_install_个数与总app数比值
last_15_days_others_only_install_cnt,0.0,最近15天others_only_install_个数
last_15_days_others_only_install_to_whole_ratio,0.0,最近15天others_only_install_个数与总app数比值
last_15_days_only_install_category_unique,1.0,最近15only_install不同种类数
last_15_days_only_install_category_unique_to_whole_ratio,0.058823529411764705,最近15only_install不同种类数与全种类比值
last_15_day_cash_app_cnt_only_install,1.0,最近15天现金贷apponly_install数
last_15_day_gp_cash_app_cnt_only_install,0.0,最近15天现金贷google play 上的only_install数
last_15_day_un_gp_cash_app_cnt_only_install,1.0,最近15天现金贷非google play 上的only_install数
last_15_day_review_unpopular_app_only_install,0.0,最近15天_review_unpopular_app_only_install数
last_15_day_review_unpopular_app_only_install_to_whole_ratio,0.0,最近15天_review_unpopular_app_only_install数与总数比值
last_15_day_review_unpopular_second_app_only_install,0.0,最近15天_review_unpopular_second_app_only_install数
last_15_day_review_unpopular_second_app_only_install_to_whole_ratio,0.0,最近15天_review_unpopular_second_app_only_install数与总数比值
last_15_day_review_middle_app_only_install,0.0,最近15天_review_middle_app_only_install数
last_15_day_review_middle_app_only_install_to_whole_ratio,0.0,最近15天_review_middle_app_only_install数与总数比值
last_15_day_review_popular_app_only_install,0.0,最近15天_review_popular_app_only_install数
last_15_day_review_popular_app_only_install_to_whole_ratio,0.0,最近15天_review_popular_app_only_install数与总数比值
last_15_day_install_unpopular_app_only_install,0.0,最近15天_install_unpopular_app_only_install数
last_15_day_install_unpopular_app_only_install_to_whole_ratio,0.0,最近15天_install_unpopular_app_only_install数与总数比值
last_15_day_install_unpopular_second_app_only_install,0.0,最近15天_install_unpopular_second_app_only_install数
last_15_day_install_unpopular_second_app_only_install_to_whole_ratio,0.0,最近15天_install_unpopular_second_app_only_install数与总数比值
last_15_day_install_middle_app_only_install,0.0,最近15天_install_middle_app_only_install数
last_15_day_install_middle_app_only_install_to_whole_ratio,0.0,最近15天_install_middle_app_only_install数与总数比值
last_15_day_install_popular_app_only_install,0.0,最近15天_install_popular_app_only_install数
last_15_day_install_popular_app_only_install_to_whole_ratio,0.0,最近15天_install_popular_app_only_install数与总数比值
last_15_day_cash_install_unpopular_app_only_install,0.0,最近15天_cash_install_unpopular_app_only_install数
last_15_day_cash_install_unpopular_app_only_install_to_whole_ratio,0.0,最近15天_cash_install_unpopular_app_only_install数与总数比值
last_15_day_cash_install_unpopular_second_app_only_install,0.0,最近15天_cash_install_unpopular_second_app_only_install数
last_15_day_cash_install_unpopular_second_app_only_install_to_whole_ratio,0.0,最近15天_cash_install_unpopular_second_app_only_install数与总数比值
last_15_day_cash_install_middle_app_only_install,0.0,最近15天_cash_install_middle_app_only_install数
last_15_day_cash_install_middle_app_only_install_to_whole_ratio,0.0,最近15天_cash_install_middle_app_only_install数与总数比值
last_15_day_cash_install_popular_app_only_install,0.0,最近15天_cash_install_popular_app_only_install数
last_15_day_cash_install_popular_app_only_install_to_whole_ratio,0.0,最近15天_cash_install_popular_app_only_install数与总数比值
last_15_cate_gory_kind1_only_install_cnt,0.0,最近15天第一类app only_install 数
last_15_cate_gory_kind2_only_install_cnt,0.0,最近15天第二类app only_install 数
last_15_cate_gory_kind1_only_install_ratio,0.0,最近15天第一类app only_install 占比
last_15_cate_gory_kind2_only_install_ratio,0.0,最近15天第二类app only_install 占比
last_30_days_app_only_install_cnt,2.0,最近30天_app_only_install_个数
last_30_days_review_only_install_max,9716030.0,最近30天_热评_only_install_最大数
last_30_days_review_only_install_sum,9706031.0,最近30天_热评_only_install_合计
last_30_days_review_only_install_avg,4853015.5,最近30天_热评_only_install_均值
last_30_days_review_only_install_min,9716030.0,最近30天_热评_only_install_最小数
last_30_days_game_only_install_cnt,0.0,最近30天game_only_install_个数
last_30_days_game_only_install_to_whole_ratio,0.0,最近30天game_only_install_个数与总app数比值
last_30_days_tools_only_install_cnt,0.0,最近30天tools_only_install_个数
last_30_days_tools_only_install_to_whole_ratio,0.0,最近30天tools_only_install_个数与总app数比值
last_30_days_video_music_only_install_cnt,0.0,最近30天video_music_only_install_个数
last_30_days_video_music_only_install_to_whole_ratio,0.0,最近30天video_music_only_install_个数与总app数比值
last_30_days_lifestyle_only_install_cnt,0.0,最近30天lifestyle_only_install_个数
last_30_days_lifestyle_only_install_to_whole_ratio,0.0,最近30天lifestyle_only_install_个数与总app数比值
last_30_days_education_only_install_cnt,0.0,最近30天education_only_install_个数
last_30_days_education_only_install_to_whole_ratio,0.0,最近30天education_only_install_个数与总app数比值
last_30_days_personal_only_install_cnt,0.0,最近30天personal_only_install_个数
last_30_days_personal_only_install_to_whole_ratio,0.0,最近30天personal_only_install_个数与总app数比值
last_30_days_ebook_only_install_cnt,0.0,最近30天ebook_only_install_个数
last_30_days_ebook_only_install_to_whole_ratio,0.0,最近30天ebook_only_install_个数与总app数比值
last_30_days_effication_only_install_cnt,0.0,最近30天effication_only_install_个数
last_30_days_effication_only_install_to_whole_ratio,0.0,最近30天effication_only_install_个数与总app数比值
last_30_days_entertainment_only_install_cnt,0.0,最近30天entertainment_only_install_个数
last_30_days_entertainment_only_install_to_whole_ratio,0.0,最近30天entertainment_only_install_个数与总app数比值
last_30_days_communication_only_install_cnt,1.0,最近30天communication_only_install_个数
last_30_days_communication_only_install_to_whole_ratio,0.5,最近30天communication_only_install_个数与总app数比值
last_30_days_finance_only_install_cnt,0.0,最近30天finance_only_install_个数
last_30_days_finance_only_install_to_whole_ratio,0.0,最近30天finance_only_install_个数与总app数比值
last_30_days_travel_only_install_cnt,0.0,最近30天travel_only_install_个数
last_30_days_travel_only_install_to_whole_ratio,0.0,最近30天travel_only_install_个数与总app数比值
last_30_days_business_only_install_cnt,0.0,最近30天business_only_install_个数
last_30_days_business_only_install_to_whole_ratio,0.0,最近30天business_only_install_个数与总app数比值
last_30_days_shopping_only_install_cnt,0.0,最近30天shopping_only_install_个数
last_30_days_shopping_only_install_to_whole_ratio,0.0,最近30天shopping_only_install_个数与总app数比值
last_30_days_gamble_only_install_cnt,0.0,最近30天gamble_only_install_个数
last_30_days_gamble_only_install_to_whole_ratio,0.0,最近30天gamble_only_install_个数与总app数比值
last_30_days_social_only_install_cnt,0.0,最近30天social_only_install_个数
last_30_days_social_only_install_to_whole_ratio,0.0,最近30天social_only_install_个数与总app数比值
last_30_days_others_only_install_cnt,0.0,最近30天others_only_install_个数
last_30_days_others_only_install_to_whole_ratio,0.0,最近30天others_only_install_个数与总app数比值
